Feature1,Feature2
3.3665982460968484,-3.939879786327355
2.4861330826633066,-4.059213521888951
2.937320902726828,-2.0448576794987616
2.014273953664456,-2.495953484482156
2.469742381627559,-3.7928728322623444
2.8929696400454423,-4.035242322419374
2.4463506946528177,-4.197877892588848
4.9647251329163895,-2.964736448028271
2.3002744920074143,-2.786020089265778
2.88767195030917,-3.220969599533223
3.614166700043425,-2.242492289952695
2.4694988523894725,-3.57581824064468
2.724948302848356,-5.301921164735585
1.4848089378014477,-1.6331257325554753
4.644967713501284,-3.2490360395563784
3.5765569630557663,-2.688749845456464
6.078880808455238,-1.8804250885654232
2.8720824085192334,-3.9555404406004255
1.3935536797424275,-2.796536364132777
2.2436492547156965,-4.422253709597674
2.3534271157574733,-4.081548003614395
4.687141635072565,-2.1183602430505495
2.9920273586833828,-1.5200558611099741
3.0773683076476184,-3.8612842013282638
4.5231240772696575,-2.4610899563153414
1.9627538456735436,-3.190338678083608
2.124381746615243,-4.3827997309643365
3.9261775475316414,-1.0905833595298695
1.6014324261808588,-2.437030763309429
2.349357430878173,-3.4871253837646963
2.407606075761131,-3.863990769679816
3.048521627944827,-3.8309501164110378
3.270456825779839,-3.050238109449137
2.7610519531335904,-3.907563662041598
2.4232286694316674,-2.244608774174244
3.5009171876243808,-3.977555244798551
3.099332305429226,-2.248612876628211
1.3305947188786282,-2.456639807620065
2.3373762410541534,-2.4294013314068406
2.236740843457483,-4.8048821006645195
1.3724575621168373,-2.951915053338618
3.2597225017214817,-3.904316625104409
3.638592458777374,-4.66152006226896
2.9339202013526835,-4.211016199762456
2.348163892197841,-2.952601328683586
2.1395866347160477,-3.3845555442298254
4.0062928092144405,-3.576891869523149
3.835692112065142,-4.129706854657618
3.529804177915283,-1.5584313793420996
0.5283554998727107,-3.796895255470477
3.57707212718054,-3.2030453860429926
3.371145873371309,-3.6039851867158204
3.0865897874729,-3.1556772353920794
4.167782061659807,-2.745579156698787
3.337602662075202,-3.4118769661224673
2.5123937759275066,-3.432558187819621
3.394452142378297,-3.420984480820263
3.289774856896413,-0.9245992013545612
3.8711247034316925,-3.326023532167841
4.201213922163944,-3.4080753730215516
0.9618754648221461,-4.008086310917404
1.1292080789741443,-3.3515134840413086
3.018418379189552,-1.3235626877247173
3.3269273737641627,-3.2191005288088643
3.8294055811834893,-5.211135309007885
3.235614558108566,-2.2291348061130334
1.5214137542201585,-1.856245956793071
3.3384964074944143,-3.4152879139008014
3.632781866106285,-0.7293071421956041
3.181866255058495,-2.751779413699664
2.5406391004597557,-3.8498443694647917
3.8303358165442454,-3.8560838259088674
3.0715662372193924,-3.4776574467651167
3.478979825746392,-2.6663378947130516
4.037539944257899,-3.510016398854747
2.7301250647066286,-3.9787637157823075
2.555706739923888,-2.622699506955148
